Title,Authors,Author Birth Years,Languages,LCC Subjects
"Captain Jinks, Hero","Crosby, Ernest Howard",1856,en,PS
"Lessons in Music Form
A Manual of Analysis of All the Structural Factors and Designs Employed in Musical Composition","Goetschius, Percy",1853,en,MT
A Book of Prefaces,"Mencken, H. L. (Henry Louis)",1880,en,PS
"The New Penelope, and Other Stories and Poems","Victor, Frances Fuller",1826,en,PS
The Patient Observer and His Friends,"Strunsky, Simeon",1879,en,PS
The Tremendous Adventures of Major Gahagan,"Thackeray, William Makepeace",1811,en,PR
Daddy Do-Funny's Wisdom Jingles,"Stuart, Ruth McEnery",1856,en,PS
Romance: Two Lectures,"Raleigh, Walter Alexander, Sir",1861,en,PR
The Triumphs of Eugène Valmont,"Barr, Robert",1850,en,PR
Ullr Uprising,"Piper, H. Beam",1904,en,PS
The Forfeit,"Cullum, Ridgwell",1867,en,PR
Mrs. Piper & the Society for Psychical Research,"Sage, Michael",1863,en,BF
A Brief Account of the Rise and Progress of the People Called Quakers,"Penn, William",1644,en,BX
"Oriental Encounters
Palestine and Syria, 1894-6","Pickthall, Marmaduke William",1875,en,DS
The Leicestershires beyond Baghdad,"Thompson, Edward John",1886,en,D501
On Christmas Day In The Evening,"Richmond, Grace S. (Grace Smith)",1866,en,PZ
An Author's Mind : The Book of Title-pages,"Tupper, Martin Farquhar",1810,en,PR
The Outcasts,"Fraser, William Alexander",1859,en,PZ
The Sagebrusher: A Story of the West,"Hough, Emerson",1857,en,PS
Child Songs of Cheer,"Stein, Evaleen",1863,en,PZ
The New Heavens,"Hale, George Ellery",1868,en,QB
"On the Spanish Main; Or, Some English forays on the Isthmus of Darien","Masefield, John",1878,en,F2155
History of Rationalism Embracing a Survey of the Present State of Protestant Theology,"Hurst, J. F. (John Fletcher)",1834,en,BL
"By Right of Conquest; Or, With Cortez in Mexico","Henty, G. A. (George Alfred)",1832,en,PZ PR
"History Of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 1 (of 12)","Maspero, G. (Gaston)",1846,en,DS
The Plunderer,"Oyen, Henry",1883,en,PS
Frank Merriwell's Reward,"Standish, Burt L.",1866,en,PZ
Murder at Bridge,"Austin, Anne",1895,en,PS
"Life of Abraham Lincoln
Little Blue Book Ten Cent Pocket Series No. 324","Bowers, John Hugh",1875,en,E456
The Amateur Garden,"Cable, George Washington",1844,en,SB
Christ in Flanders,"Balzac, Honoré de",1799,en,PQ
"Critical Miscellanies (Vol. 3 of 3)
Essay 8: France in the Eighteenth Century","Morley, John",1838,en,DC
The Woman's Way,"Garvice, Charles",1850,en,PR
Thoughts on religion at the front,"Talbot, N. S. (Neville Stuart)",1879,en,D501
General Instructions For The Guidance Of Post Office Inspectors In The Dominion Of Canada,"Campbell, Alexander",1822,en,F1001 HE
"Libraries in the Medieval and Renaissance Periods
The Rede Lecture Delivered June 13, 1894","Clark, John Willis",1833,en,Z
"Illustrated Catalogue of a Portion of the Collections Made During the Field Season of 1881
Third Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1881-82, Government Printing Office, Washington, 1884, pages 427-510","Holmes, William Henry",1846,en,E011
Confessions of Boyhood,"Albee, John",1833,en,F001
In the Rocky Mountains: A Tale of Adventure,"Kingston, William Henry Giles",1814,en,PZ PR
Letters of Two Brides,"Balzac, Honoré de",1799,en,PQ
"Bell's Cathedrals: The Cathedral Church of York
A Description of Its Fabric and A Brief History of the Archi-Episcopal See","Clutton-Brock, A. (Arthur)",1868,en,NA
The French Revolution: A Short History,"Johnston, R. M. (Robert Matteson)",1867,en,DC
The Organization of the Congregation in the Early Lutheran Churches in America,"Schmucker, B. M. (Beale Melanchthon)",1827,en,BX
The Story of Porcelain,"Bassett, Sara Ware",1872,en,PZ
"Bell's Cathedrals: The Cathedral Church of Exeter
A Description of Its Fabric and a Brief History of the Episcopal See","Addleshaw, Percy",1866,en,NA
Heart and Soul by Maveric Post,"Mapes, Victor",1870,en,BJ
"Western Worthies
A Gallery of Biographical and Critical Sketches of West of Scotland Celebrities","Jeans, J. Stephen (James Stephen)",1846,en,CT DA
The Fifth Wheel: A Novel,"Prouty, Olive Higgins",1882,en,PS
The Hero of Esthonia and Other Studies in the Romantic Literature of That Country,"Kirby, W. F. (William Forsell)",1844,en,GR
Louis Lambert,"Balzac, Honoré de",1799,en,PQ
Omnilingual,"Piper, H. Beam",1904,en,PS
"Double Trouble; Or, Every Hero His Own Villain","Quick, Herbert",1861,en,PS
"Le Petit Nord
or, Annals of a Labrador Harbour","Grenfell, Anne",1885,en,F1001
"The Loyalists, Vol. 1-3
An Historical Novel","West, Mrs. (Jane)",1758,en,PR
Born Again,"Lawson, Alfred W. (Alfred William)",1869,en,PS
Egmont,"Goethe, Johann Wolfgang von",1749,en,PT
The Price,"Lynde, Francis",1856,en,PS
"James Fenimore Cooper
American Men of Letters","Lounsbury, Thomas Raynesford",1838,en,PS
Mediaeval Socialism,"Jarrett, Bede",1881,en,HX
On War — Volume 1,"Clausewitz, Carl von",1780,en,U
"Yorkshire Lyrics
Poems written in the Dialect as Spoken in the West Riding
of Yorkshire. To which are added a Selection of Fugitive
Verses not in the Dialect","Hartley, John",1839,en,PR
Badge of Infamy,"Del Rey, Lester",1915,en,PS
Branded,"Lynde, Francis",1856,en,PS
"Now or Never; Or, The Adventures of Bobby Bright","Optic, Oliver",1822,en,PZ
Uller Uprising,"Piper, H. Beam",1904,en,PS
"Tenting To-night
A Chronicle of Sport and Adventure in Glacier Park and the Cascade Mountains","Rinehart, Mary Roberts",1876,en,F721
A Honeymoon in Space,"Griffith, George Chetwynd",1857,en,PR
The Young Trailers: A Story of Early Kentucky,"Altsheler, Joseph A. (Joseph Alexander)",1862,en,PZ
Four-Day Planet,"Piper, H. Beam",1904,en,PS
Roughing it De Luxe,"Cobb, Irvin S. (Irvin Shrewsbury)",1876,en,F850.5
Ray's Daughter: A Story of Manila,"King, Charles",1844,en,PS
Editorial Wild Oats,"Twain, Mark",1835,en,PS
The Long Night,"Weyman, Stanley John",1855,en,PR
"The Life of Joan of Arc, Vol. 1 and 2","France, Anatole",1844,en,DC
"Canoe Mates in Canada; Or, Three Boys Afloat on the Saskatchewan","Rathborne, St. George",1854,en,PZ
The Way of Ambition,"Hichens, Robert",1864,en,PR
The Head Voice and Other Problems: Practical Talks on Singing,"Clippinger, D. A. (David Alva)",1860,en,MT
"Bell's Cathedrals: The Cathedral Church of Saint Albans
With an Account of the Fabric & a Short History of the Abbey","Perkins, Thomas, Rev.",1842,en,NA
"Tom Slade, Motorcycle Dispatch Bearer","Fitzhugh, Percy Keese",1876,en,PZ
Banzai! by Parabellum,"Grautoff, Ferdinand Heinrich",1871,en,PT
Music Notation and Terminology,"Gehrkens, Karl Wilson",1882,en,MT
Can You Forgive Her?,"Trollope, Anthony",1815,en,PR
The Boy Scout,"Davis, Richard Harding",1864,en,PZ
Frank Merriwell's Chums,"Standish, Burt L.",1866,en,PZ
"Lanier of the Cavalry; or, A Week's Arrest","King, Charles",1844,en,PS
The Opinions of a Philosopher,"Grant, Robert",1852,en,PS
North of Fifty-Three,"Sinclair, Bertrand W.",1881,en,PS
"Bell's Cathedrals: Wimborne Minster and Christchurch Priory
A Short History of Their Foundation and a Description of Their Buildings","Perkins, Thomas, Rev.",1842,en,NA
"Kate Danton, or, Captain Danton's Daughters: A Novel","Fleming, May Agnes",1840,en,PS
Tom Slade at Temple Camp,"Fitzhugh, Percy Keese",1876,en,PZ
The Yukon Trail: A Tale of the North,"Raine, William MacLeod",1871,en,PS
Sixty Years of California Song,"Alverson, Margaret Blake",1836,en,ML
The Yellow Wallpaper,"Gilman, Charlotte Perkins",1860,en,PS
George Bernard Shaw,"Chesterton, G. K. (Gilbert Keith)",1874,en,PR
The Stowaway Girl,"Tracy, Louis",1863,en,PZ
A Book of Strife in the Form of The Diary of an Old Soul,"MacDonald, George",1824,en,PR
Marigold Garden,"Greenaway, Kate",1846,en,PZ
"Autobiography of Seventy Years, Vol. 1-2","Hoar, George Frisbie",1826,en,E660
"The Mind of the Child, Part II
The Development of the Intellect, International Education
Series Edited By William T. Harris, Volume IX.","Preyer, William T.",1841,en,BF LB
Natural History of the Mammalia of India and Ceylon,"Sterndale, Robert Armitage",1839,en,QL
"Alice in Wonderland, Retold in Words of One Syllable","Carroll, Lewis",1832,en,PZ
Musical Portraits : Interpretations of Twenty Modern Composers,"Rosenfeld, Paul",1890,en,ML
Napoleon and the Queen of Prussia,"Mühlbach, L. (Luise)",1814,en,PT
"The Pirates' Who's Who
Giving Particulars Of The Lives and Deaths Of The Pirates And Buccaneers","Gosse, Philip",1879,en,G
"Fables of Infidelity and Facts of Faith
Being an Examination of the Evidences of Infidelity","Patterson, Robert",1829,en,BT
No Refuge but in Truth,"Smith, Goldwin",1823,en,BR
The Religious Situation,"Smith, Goldwin",1823,en,BR
The Simpkins Plot,"Birmingham, George A.",1865,en,PR
"The Christmas Kalends of Provence
And Some Other Provençal Festivals","Janvier, Thomas A. (Thomas Allibone)",1849,en,GT
Hermann and Dorothea,"Goethe, Johann Wolfgang von",1749,en,PT
Tom Slade's Double Dare,"Fitzhugh, Percy Keese",1876,en,PZ
"Frank and Fearless; or, The Fortunes of Jasper Kent","Alger, Horatio, Jr.",1832,en,PZ
The Third Violet,"Crane, Stephen",1871,en,PS
"The Eugenic Marriage, Volume 1 (of 4)
A Personal Guide to the New Science of Better Living and Better Babies","Hague, W. Grant (William Grant)",1868,en,RJ
"Essays on Various Subjects, Principally Designed for Young Ladies","More, Hannah",1745,en,PR
"National Character
A Thanksgiving Discourse Delivered November 15th, 1855,
in the Franklin Street Presbyterian Church","Burt, Nathaniel Clark",1825,en,BV
"Troublous Times in Canada
A History of the Fenian Raids of 1866 and 1870","MacDonald, John A. (John Alexander)",1846,en,F1001
The Crown of Thorns: A Token for the Sorrowing,"Chapin, E. H. (Edwin Hubbell)",1814,en,BV
Jerome Cardan: A Biographical Study,"Waters, W. G. (William George)",1844,en,QA
A Book of Quaker Saints,"Hodgkin, L. V. (Lucy Violet)",1869,en,BX
The Story of the Other Wise Man,"Van Dyke, Henry",1852,en,PZ
The Rise of the Democracy,"Clayton, Joseph",1868,en,JN
"Selections from Previous Works
With Remarks on Romanes' Mental Evolution in Animals, and a Psalm of Montreal","Butler, Samuel",1835,en,PR B
"History of Dogma, Volume 1","Harnack, Adolf von",1851,en,BT
"History of Dogma, Volume 2","Harnack, Adolf von",1851,en,BT
The Dark Forest,"Walpole, Hugh, Sir",1884,en,PR
The Dairyman's Daughter,"Richmond, Legh",1772,en,PZ
The Confession,"Rinehart, Mary Roberts",1876,en,PS
"Lights and Shadows of New York Life
or, the Sights and Sensations of the Great City","McCabe, James Dabney",1842,en,F106
"Mary's Meadow, and Other Tales of Fields and Flowers","Ewing, Juliana Horatia Gatty",1841,en,PZ
Under the Trees and Elsewhere,"Mabie, Hamilton Wright",1846,en,PS
A Hero and Some Other Folks,"Quayle, William A. (William Alfred)",1860,en,PS
"Mingo, and Other Sketches in Black and White","Harris, Joel Chandler",1848,en,PS
The Captain of the Kansas,"Tracy, Louis",1863,en,PR
Key Out of Time,"Norton, Andre",1912,en,PS
"A Ball Player's Career
Being the Personal Experiences and Reminiscensces of Adrian C. Anson","Anson, Adrian Constantine",1852,en,GV
Alexander Pope,"Stephen, Leslie",1832,en,PR
Kitchener's Mob: Adventures of an American in the British Army,"Hall, James Norman",1887,en,D501
One Woman's Life,"Herrick, Robert",1868,en,PS
The Judgment of Eve,"Sinclair, May",1863,en,PR
"The Elements of General Method, Based on the Principles of Herbart","McMurry, Charles A. (Charles Alexander)",1857,en,LB
Man of Many Minds,"Evans, E. Everett (Edward Everett)",1893,en,PS
Tell Me Another Story: The Book of Story Programs,"Bailey, Carolyn Sherwin",1875,en,PZ
My Lady of the Chinese Courtyard,"Cooper, Elizabeth",1877,en,DS
Rudimental Divine Science,"Eddy, Mary Baker",1821,en,BX
An Essay on the Influence of Tobacco upon Life and Health,"Mussey, R. D. (Reuben Dimond)",1780,en,RC
Skiddoo!,"Hobart, George V. (George Vere)",1867,en,PS
Twenty Years of Balkan Tangle,"Durham, M. E. (Mary Edith)",1863,en,DR
The Annals of the Poor,"Richmond, Legh",1772,en,PZ
The Holladay Case: A Tale,"Stevenson, Burton Egbert",1872,en,PS
"Shakespeare and Music
With Illustrations from the Music of the 16th and 17th centuries","Naylor, Edward W. (Edward Woodall)",1867,en,ML
The Human Comedy: Introductions and Appendix,"Balzac, Honoré de",1799,en,PQ
Apologia pro Vita Sua,"Newman, John Henry",1801,en,BX
Dead Man's Plack and an Old Thorn,"Hudson, W. H. (William Henry)",1841,en,PR
Peeps At Many Lands: Belgium,"Omond, George W. T. (George William Thomson)",1846,en,DH
Fighting For Peace,"Van Dyke, Henry",1852,en,D501
"Forty-one Thieves
A Tale of California","Hall, Angelo",1868,en,PS
The Joyful Heart,"Schauffler, Robert Haven",1879,en,BJ
By What Authority?,"Benson, Robert Hugh",1871,en,PR
Health Work in the Public Schools,"Ayres, Leonard Porter",1879,en,LA
The Rector of St. Mark's,"Holmes, Mary Jane",1825,en,PS
Madame Delphine,"Cable, George Washington",1844,en,PS
"A Pocket Dictionary
Welsh-English","Richards, William",1749,cy en,PB
Border and Bastille,"Lawrence, George A. (George Alfred)",1827,en,E456
Brood of the Witch-Queen,"Rohmer, Sax",1883,en,PR
One Wonderful Night: A Romance of New York,"Tracy, Louis",1863,en,PR
Cape Cod Folks,"Greene, Sarah Pratt McLean",1856,en,PS
The Red Horizon,"MacGill, Patrick",1890,en,D501
The Buried Temple,"Maeterlinck, Maurice",1862,en,PQ
The Laughing Prince: Jugoslav Folk and Fairy Tales,"Fillmore, Parker",1878,en,PZ
With Frederick the Great: A Story of the Seven Years' War,"Henty, G. A. (George Alfred)",1832,en,PZ
"Bell's Cathedrals: The Cathedral Church of Norwich
A Description of Its Fabric and A Brief History of the Episcopal See","Quennell, C. H. B. (Charles Henry Bourne)",1872,en,NA
"The Bostonians, Vol. I (of II)","James, Henry",1843,en,PS
"The Bostonians, Vol. II (of II)","James, Henry",1843,en,PS
"Erewhon Revisited Twenty Years Later, Both by the Original Discoverer of the Country and by His Son","Butler, Samuel",1835,en,PR
A Child's Garden of Verses,"Stevenson, Robert Louis",1850,en,PZ PR
"The Cliff Ruins of Canyon de Chelly, Arizona
Sixteenth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1894-95, Government Printing Office, Washington, 1897, pages 73-198","Mindeleff, Cosmos",1863,en,E011
The Door Through Space,"Bradley, Marion Zimmer",1930,en,PS
Warwick Woodlands: Things as they Were There Twenty Years Ago,"Herbert, Henry William",1807,en,SK
The Eternal City,"Caine, Hall, Sir",1853,en,PR
"The Fairy Book
The Best Popular Stories Selected and Rendered Anew","Craik, Dinah Maria Mulock",1826,en,PZ
Phantom Wires: A Novel,"Stringer, Arthur",1874,en,PS
"Tales of Troy: Ulysses, the Sacker of Cities","Lang, Andrew",1844,en,PZ
"Something of Men I Have Known
With Some Papers of a General Nature, Political, Historical, and Retrospective","Stevenson, Adlai E. (Adlai Ewing)",1835,en,E660
The Colonel's Dream,"Chesnutt, Charles W. (Charles Waddell)",1858,en,PS
The Poetics of Aristotle,Aristotle,-384,en,PA PN
The Waif Woman,"Stevenson, Robert Louis",1850,en,PR
The Mayor of Troy,"Quiller-Couch, Arthur",1863,en,PR
Quisanté,"Hope, Anthony",1863,en,PR
The Youth of Goethe,"Brown, Peter Hume",1849,en,PT
"Debit and Credit
Translated from the German of Gustav Freytag","Freytag, Gustav",1816,en,PT
A Girl in Ten Thousand,"Meade, L. T.",1854,en,PZ
"How to Eat: A Cure for ""Nerves""","Hinkle, Thomas C. (Thomas Clark)",1876,en,RC
Overland Red: A Romance of the Moonstone Cañon Trail,"Knibbs, Henry Herbert",1874,en,PS
The Moccasin Ranch: A Story of Dakota,"Garland, Hamlin",1860,en,PS
"Vikings of the Pacific
The Adventures of the Explorers who Came from the West, Eastward","Laut, Agnes C.",1871,en,F850.5
Young Lucretia and Other Stories,"Freeman, Mary Eleanor Wilkins",1852,en,PZ
"George Borrow and His Circle
Wherein May Be Found Many Hitherto Unpublished Letters of Borrow and His Friends","Shorter, Clement King",1857,en,PR
"Professor Royce's Libel
A Public Appeal for Redress to the Corporation and Overseers of Harvard University","Abbot, Francis Ellingwood",1836,en,LD
Denslow's Three Bears,"Denslow, W. W. (William Wallace)",1856,en,PZ
The Ordeal: A Mountain Romance of Tennessee,"Murfree, Mary Noailles",1850,en,PS
Phaedra,"Racine, Jean",1639,en,PQ
The Farringdons,"Fowler, Ellen Thorneycroft",1860,en,PR
The Drummer's Coat,"Fortescue, J. W. (John William), Sir",1859,en,PZ
Cobwebs and Cables,"Stretton, Hesba",1832,en,PZ PR
"Three Centuries of a City Library
an Historical and Descriptive Account of the Norwich Public Library Established in 1608 and the present Public Library opened in 1857","Stephen, Geo. A. (George Arthur)",1880,en,Z
The Tale of Mr. Tod,"Potter, Beatrix",1866,en,PZ
The Story of a Dewdrop,"Macduff, John R. (John Ross)",1818,en,PZ
"A Book of English Prose
Part II, Arranged for Secondary and High Schools","Lubbock, Percy",1879,en,PR
The South and the National Government,"Taft, William H. (William Howard)",1857,en,F206
Ade's Fables,"Ade, George",1866,en,PS
"Roy Blakely, Pathfinder","Fitzhugh, Percy Keese",1876,en,PZ
"The Heroic Enthusiasts (Gli Eroici Furori) Part the First
An Ethical Poem","Bruno, Giordano",1548,en,B
Dixie Hart,"Harben, Will N. (Will Nathaniel)",1858,en,PS
With the British Army in The Holy Land,"Lock, H. O. (Henry Osmond)",1879,en,D501
"Horses Nine
Stories of Harness and Saddle","Ford, Sewell",1868,en,PS
Herself: Talks with Women Concerning Themselves,"Lowry, E. B. (Edith Belle)",1878,en,HQ
The White Christmas and other Merry Christmas Plays,"Hare, Walter Ben",1880,en,PN
"Reminiscences of Sixty Years in Public Affairs, Vol. 1","Boutwell, George S. (George Sewall)",1818,en,E660
Knocking the Neighbors,"Ade, George",1866,en,PS
"Moody's Anecdotes And Illustrations
Related in his Revival Work by the Great Evangelist","Moody, Dwight Lyman",1837,en,BV
"The Rise and Fall of the Confederate Government, Volume 1","Davis, Jefferson",1808,en,E456
"The Heroic Enthusiasts (Gli Eroici Furori) Part the Second
An Ethical Poem","Bruno, Giordano",1548,en,B
Ethel Morton's Holidays,"Smith, Mabell S. C. (Mabell Shippie Clarke)",1864,en,PZ
Woman and Womanhood: A Search for Principles,"Saleeby, C. W. (Caleb Williams)",1878,en,HQ
